permitnumber,permitnumbercreateddate,issuedate,permitelapseddays,projectvalue,typeofwork,address,projectdescription,permitcategory,propertyuse,specificusecategory,issueyear,geolocalarea,geom,yearmonth,geo_point_2d,latitude,longitude
BP-2023-03456,2023-09-21,2023-10-05,14,150000.0,Addition / Alteration,"1050 W PENDER STREET, Vancouver, BC V6E 3S7","Field Review - Addition / Alteration - 6th floor - elevator lobby and common corridor

Interior alterations to provide improvements to elevator lobby and common corridors to the 6th floor of this existing commercial building. 

Scope work: update flooring walls, finishes & lighting. Renovations to drywall ceiling by elevator doors to add height to space. 

Letters of Assurance: 
Schedule A by: Sadaf Alerassoul, Architect, AIBC. Ph#604.646.4581
Architectural Schedule B by: Sadaf Alerassoul, Architect, AIBC. Ph#604.646.4581
Electrical Schedule B by:  S. S. Dhaliwal, P.Eng. ph#604-609-0500 x108
Mechanical Schedule B by;Ronald Braun, M.Sc., P.Eng. ph#604-609-0500

Energy checklist is currently no longer required with your Building Permit (BP) application.  Some supporting documents are still required at BP stage, specifically Envelope and HVAC, if applicable.  Service Water Heating and Lighting supporting documents, if applicable, must be submitted with your related trades permits (e.g. electrical and plumbing).",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2023,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1196033, 49.2869048], 'type': 'Point'}, 'properties': {}}",2023-10,"{'lon': -123.1196033, 'lat': 49.2869048}",49.2869048,-123.1196033
BP-2022-03583,2022-07-14,2022-09-14,62,20000.0,Addition / Alteration,"218 E 28TH AVENUE, Vancouver, BC V5V 2M4","Field Review - Addition / Alteration - Unit 218

Interior alterations to provide first TI to this existing retail space for a new retail tenant on the ground floor of this existing mixed-use building.

Scope of work includes: addting new partition walls, accessible washroom, lighting, millwork, and painting.

Revision #1 Revise bathroom layout.

Notes:
1. This building is sprinklered. no sprinkler permit req per DBI",Renovation - Commercial/ Mixed Use - Lower Complexity,['Retail Uses'],['Retail Store'],2022,Riley Park,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1004246, 49.2456776], 'type': 'Point'}, 'properties': {}}",2022-09,"{'lon': -123.1004246, 'lat': 49.2456776}",49.2456776,-123.1004246
BP-2024-04925,2024-12-09,2024-12-17,8,75000.0,Addition / Alteration,"565 GREAT NORTHERN WAY, Vancouver, BC V5T 1E1","Field Review - Addition / Alteration - 3rd floor  lobby

Interior alterations to provide improvements to lobby on the 3th floor of this existing commercial building on this site. 

Scope of work: 
Add a new double swing glazing door and sidelite w/ card reader by elevator lobby. 

Letters of Assurance submitted: 
- Schedule A and Architectural Schedule B by Sadaf Alerassoul, Architect, AIBC. Ph#604-687-2990

Energy checklist is currently no longer required with your Building Permit (BP) application.  Some supporting documents are still required at BP stage, specifically Envelope and HVAC, if applicable.  Service Water Heating and Lighting supporting documents, if applicable, must be submitted with your related trades permits (e.g. electrical and plumbing",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2024,Strathcona,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0921868, 49.2671103], 'type': 'Point'}, 'properties': {}}",2024-12,"{'lon': -123.0921868, 'lat': 49.2671103}",49.2671103,-123.0921868
BP-2018-06279,2018-12-03,2019-03-15,102,350000.0,Addition / Alteration,"1216 FRANKLIN STREET, Vancouver, BC V1V 1V1","High Density Housing / Commercial - Addition / Alteration - Interior & exterior alterations and a change of use to this existing 2 storey wholesale (F2) building, to become a single tenant brewery w/ancillary tasting room at both floor levels plus ancillary office at a small part of the 2nd floor. Exterior alterations include infilling an existing exterior doorway to Franklin St, creation of a new entrance at West side of the ground floor, new exterior exit stair to 2nd floor, and a new patio at the West side of the 1st floor. *** Proposed total number of seats in the tasting room areas = 67 as per a letter of operation signed by the tenant (Terry Brown: Container Brewing Ltd.)

NOTE: An Overtime request was received Dec. 4, 2018, and the payment  was received on Dec. 6th.

REVISION #1 (Sept. 25, 2019, B. Smith). As per DP-2019-00314 the us of the ancillary tasting rooms will now be changed to ancillary lounge. As per DP-2019-00597 the West exterior deck, egress stair, disabled access ramp, and main entry door have been redesigned, plus the loading area has been redesigned. Main entry door will no have side-lites both sides of the door. Main floor North exterior wall will now have 4 opening windows with a roller-shutter box above. Structural drawings revised amended re: design of the West exterior egress stair. NOTE: 2 storage container will temporarily be placed on site at the parking area until Mar. 31, 2020. (One measures 8ft x 40 ft, another measures 8 ft x 20 ft).",,['Manufacturing Uses'],['Food or Beverage Prod Mfg-Class A'],2019,Strathcona,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0786759, 49.2820311], 'type': 'Point'}, 'properties': {}}",2019-03,"{'lon': -123.0786759, 'lat': 49.2820311}",49.2820311,-123.0786759
BP-2023-03316,2023-09-13,2024-02-29,169,643048.0,Addition / Alteration,"1618 STEPHENS STREET, Vancouver, BC V6K 3V3","High Density Housing / Commercial - Addition / Alteration - To retain and alter with required renovations to this existing Heritage House at the rear of the site and to develop an Infill Single Detached House at the front of the site, complete with attached (2) car garage, having access from Stephens Street.

See BP-2023-03317 for infill building

**Encroachment agreements provisioned by City of Vancouver Engineering Department must be registered prior to Occupancy Stage.**

******THIS PERMIT HAS BEEN REVIEWED AND ISSUED UNDER THE REQUIREMENTS OF VBBL 2019  ********

Building Review Branch Notes:
- Sch. Struct. B & Geo. B are submitted. 
- Entire building is to be sprinklered to NFPA 13D requirements.
- Existing building is fully upgraded meeting upgrade levels of F4, S4, N4, A4 & energy upgrade per Table 11.2.1.4(2). 
-Proposed elevator shall conform to CSA B44 Standard.
- All new windows, doors, and skylights shall conform to AAMA/WDMA/CSA101/I.S.2/A440, NAFS.
- Separate Building Permit required if non stratified building is to convert to stratified property as per VBBL 11.4.7.1(2).",,['Dwelling Uses'],"['Single Detached House', 'Multiple Conversion Dwelling']",2024,Kitsilano,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1659236, 49.2715939], 'type': 'Point'}, 'properties': {}}",2024-02,"{'lon': -123.1659236, 'lat': 49.2715939}",49.2715939,-123.1659236
BP-2023-03052,2023-08-25,2023-09-25,31,110000.0,Addition / Alteration,"1021 W HASTINGS STREET, Vancouver, BC V6E 0C3","Field Review - Addition / Alteration - 4th Floor - Elevator Lobby

Interior alterations only to provide improvements to the common elevator lobby on the 4th floor in this existing Municipally Designated Heritage 'B' commercial building on this site.

Scope of work: Remove existing wall panels, recessed wall lights, floor finish, ceiling panel.  Construct new partition from floor to ceiling, grind and stain existing floor and electrical upgrades to suit.

TENANT:  Axiom Builders Inc.

Building Sprinklered – Building inspector to determine on site if a separate sprinkler permit is required.

Energy checklist is currently no longer required with your Building Permit (BP) application. Some supporting documents are still required at BP stage, specifically Envelope and HVAC, if applicable. Service Water Heating and Lighting supporting documents, if applicable, must be submitted with your related trades permits (e.g. electrical and plumbing).",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2023,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1180139, 49.2877091], 'type': 'Point'}, 'properties': {}}",2023-09,"{'lon': -123.1180139, 'lat': 49.2877091}",49.2877091,-123.1180139
BP-2022-04626,2022-10-04,2022-11-24,51,30000.0,Addition / Alteration,"1092 W BROADWAY, Vancouver, BC V6H 1E6","Field Review - Addition / Alteration - 1092 W Broadway (demised into 1088 and 1092 W Broadway)

Interior alterations to demise 1092 W Broadway into two units to be 1088 and 1092 W Broadway and to change the use of both units from Health Care Office to Retail Store in this existing mixed use building on this site.

Scope of work:  construction of new accessible bathroom for both units

REVISION #1: to relocate the accessible washroom, to remove a portion of the interior partition, change the the use of 1088 W Broadway from Retail Optical to Retail Shell and 1092 W Broadway from Adult Retail to Retail Shell and to increase the project value from $20,000.00 to $30,000.00.  Dec. 12, 2022 mlh

E2 - Lighting Upgrade to Local Control (per 9.4.1.1.(a) of ASHRAE 90.1-2016)

Energy checklist is currently no longer required with your Building Permit (BP) application. Some supporting documents are still required at BP stage, specifically Envelope and HVAC, if applicable. Service Water Heating and Lighting supporting documents, if applicable, must be submitted with your related trades permits (e.g. electrical and plumbing).  All energy upgrades will be checked during inspections stage.  It is the applicant’s responsibility to identify and note all required upgrades including energy upgrades on their BP drawings at BP stage.",Renovation - Commercial/ Mixed Use - Lower Complexity,['Retail Uses'],['Retail Store'],2022,Fairview,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1286488, 49.2631326], 'type': 'Point'}, 'properties': {}}",2022-11,"{'lon': -123.1286488, 'lat': 49.2631326}",49.2631326,-123.1286488
BP-2023-04035,2023-11-03,2023-12-18,45,90000.0,Addition / Alteration,"2298 W BROADWAY, Vancouver, BC V6K 2E3","Field Review - Addition / Alteration - 2298 W Broadway
Interior alteration to existing Class 1 Restaurant with NO change of use. 
K3, commitment not to create grease-laden vapor signed and provided. Occupant load is 25 persons. Sprinklered - SP-2022-00010.

Scope of work:
- Install new door to existing accessible washroom
- Lighting and switch alteration
- Electrical outlet alteration
- Plumbing fixtures alteration
- Install new cabinet and countertop 
- Apply new wall paint and install new millwork

Sch B (Arch): Patrick Yang, 604-558-3064, Pacific West Architecture Inc.
Sch B (Plumb): Alex Z.Q. Li, 778-323-1368, Lia Engineering",Renovation - Commercial/ Mixed Use - Lower Complexity,['Service Uses'],['Restaurant - Class 1'],2023,Kitsilano,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1575545, 49.2638402], 'type': 'Point'}, 'properties': {}}",2023-12,"{'lon': -123.1575545, 'lat': 49.2638402}",49.2638402,-123.1575545
DB-2022-04479,2022-09-22,2023-01-10,110,100000.0,Addition / Alteration,"3514 KINGSWAY, Vancouver, BC V5R 5L7","Field Review - Addition / Alteration - Exterior alterations to install four new air cooled units in the in strata lot 3  and for mechanical upgrades at Retail unit 3514 Kingsway (strata lot 23) at the ground level of this existing mixed use building on this site.

Letters of assurance submitted:
Sch A (Arch): Jaesung Jung, AIBC, 604.842.6280
Sch B (Mech): Alex Lee , P.Eng., 604.324.8763
 
Note:
1) New air cooled units installed at the loading bay area above the walking ramp. Installation of the air cooled units cannot impede and impact on the required parking stall for loading and can only be installed above the walking ramp.
2) New air cooled units must provide a minimum of 8 feet clearance.",Renovation - Commercial/ Mixed Use - Lower Complexity,"['Retail Uses', 'Service Uses']","['Barber Shop or Beauty Salon', 'Retail Store', 'Restaurant - Class 1']",2023,Killarney,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0280964, 49.231458], 'type': 'Point'}, 'properties': {}}",2023-01,"{'lon': -123.0280964, 'lat': 49.231458}",49.231458,-123.0280964
BP-2022-04946,2022-10-31,2022-12-06,36,411300.0,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8","Field Review - Addition / Alteration - R124 - Lower Mall Level

Interior alterations to provide improvements for a new retail tenant in the lower mall level (R124) in this existing commercial building.

Scope of work: construct new partition walls, doors, lighting, millwork, flooring, finishes, new storefront, electrical and plumbing work.

REVISION #1:  to add one accessible washroom at back of house and increase in project value from $405,000.00 to $408,800.00  Feb. 3, 2023 mlh 

REVISION #2:  add power for water cooler, remove duct smoke detector, remove fire alarm note.
Update panel wiring Schedules per added water heater and water cooler.
Relocate exhaust fan into restroom ceiling grid, revise note for return openings in light cove.
Remove duct smoke detector from supply duct, remove associated DSD coded note.
Remove DSD from Responsibility Schedule.  Remove DSD Schematic ""E"".
Add coded note for water cooler and add to plan.  Remove sprinkler drawings. 

and increase in project value from $408,800.00 to $411,300.00 Apr. 26, 2023 mlh

TENANT:  Michael Kors

Letters of Assurance submitted by:
Schedule A and Architectural Schedule B, Renato A.L. Balbi, Architect, ph: 403-253-2853
Mechanical, Plumbing and Electrical Schedule B, Jason A. Huffman, P.Eng., ph: 614-839-4639

E2 Upgrade Lighting - Upgrade to incorporate Scheduled Shutoff (per 9.1.1Ii) of ASHRAE 90.1-2016) 

Energy checklist is currently no longer required with your Building Permit (BP) application. Some supporting documents are still required at BP stage, specifically Envelope and HVAC, if applicable. Service Water Heating and Lighting supporting documents, if applicable, must be submitted with your related trades permits (e.g. electrical and plumbing).  All energy upgrades will be checked during inspections stage.  It is the applicant’s responsibility to identify and note all required upgrades including energy upgrades on their BP drawings at BP stage.",Renovation - Commercial/ Mixed Use - Lower Complexity,['Retail Uses'],['Retail Store'],2022,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.117746, 49.2833965], 'type': 'Point'}, 'properties': {}}",2022-12,"{'lon': -123.117746, 'lat': 49.2833965}",49.2833965,-123.117746
